texto;toxico;num_admir;num_may;num_may_esc;series_token;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;enfasis
Todo es culpa de los pagafantas que creen que se las va a dar a oler;1;0;0;0.0;['Todo', 'es', 'culpa', 'de', 'los', 'pagafantas', 'que', 'creen', 'que', 'se', 'las', 'va', 'a', 'dar', 'a', 'oler'];;0;1;1;0.0;0.0
Sois unos pagafantas;1;0;0;0.0;['Sois', 'unos', 'pagafantas'];;0;1;0;0.0;0.0
No, es un intelectual, firme en sus convicciones, y que no cede en su defensa, ante las necesidades fisiológicas de la entrepierna... ¡Que noooo! ¡JAJAJAJA! ¡Es un “pagafantas”! ;1;3;1;0.03571428571428571;['No', ',', 'es', 'un', 'intelectual', ',', 'firme', 'en', 'sus', 'convicciones', ',', 'y', 'que', 'no', 'cede', 'en', 'su', 'defensa', ',', 'ante', 'las', 'necesidades', 'fisiológicas', 'de', 'la', 'entrepierna', '...', '¡Que', 'noooo', '!', '¡JAJAJAJA', '!', '¡Es', 'un', '“', 'pagafantas', '”', '!'];;0;0;1;0.0;3.0357142857142856
Por supuesto. Pero el Real Valladolid, el “pagafantas” ideal, debiera averiguar quien ha filtrado esto. Alguien que deba justificar su gestión y el asunto se le estaba empezando a hacer “bola”.;1;0;0;0.0;['Por', 'supuesto', '.', 'Pero', 'el', 'Real', 'Valladolid', ',', 'el', '“', 'pagafantas', '”', 'ideal', ',', 'debiera', 'averiguar', 'quien', 'ha', 'filtrado', 'esto', '.', 'Alguien', 'que', 'deba', 'justificar', 'su', 'gestión', 'y', 'el', 'asunto', 'se', 'le', 'estaba', 'empezando', 'a', 'hacer', '“', 'bola', '”', '.'];;0;0;1;0.0;0.0
¡Derechita pagafantas!;1;1;0;0.0;['¡Derechita', 'pagafantas', '!'];;0;0;0;0.0;1.0
Un auténtico pagafantas.;1;0;0;0.0;['Un', 'auténtico', 'pagafantas', '.'];;0;0;0;0.0;0.0
vaya cara de tolai tiene el Richard este.;1;0;0;0.0;['vaya', 'cara', 'de', 'tolai', 'tiene', 'el', 'Richard', 'este', '.'];;0;1;1;0.0;0.0
cada dia mas subnormal el tolai este ;1;0;0;0.0;['cada', 'dia', 'mas', 'subnormal', 'el', 'tolai', 'este'];;0;1;1;0.0;0.0
Son muñecos, tolai ;1;0;0;0.0;['Son', 'muñecos', ',', 'tolai'];;0;1;0;0.0;0.0
Tú el rumbo ya lo tienes perdido ,tolai. Antes de abandonar el partido tenías que haber hecho esas reflexiones ,igual que Íñigo . Pero el uno se fue por la puerta de atrás y el otro le siguió . Justo cuando más unión necesitaba el partido . Llamazares . desaparece ya , cenizo;1;0;0;0.0;['Tú', 'el', 'rumbo', 'ya', 'lo', 'tienes', 'perdido', ',', 'tolai', '.', 'Antes', 'de', 'abandonar', 'el', 'partido', 'tenías', 'que', 'haber', 'hecho', 'esas', 'reflexiones', ',', 'igual', 'que', 'Íñigo', '.', 'Pero', 'el', 'uno', 'se', 'fue', 'por', 'la', 'puerta', 'de', 'atrás', 'y', 'el', 'otro', 'le', 'siguió', '.', 'Justo', 'cuando', 'más', 'unión', 'necesitaba', 'el', 'partido', '.', 'Llamazares', '.', 'desaparece', 'ya', ',', 'cenizo'];;0;1;1;0.0;0.0
Igual quedo d tolai, pero q le pasa a la chica?;1;0;0;0.0;['Igual', 'quedo', 'd', 'tolai', ',', 'pero', 'q', 'le', 'pasa', 'a', 'la', 'chica', '?'];;0;0;0;0.0;0.0
Es de un videoclip en el que le hubieran aplicado censura si no lo hubiera hecho, tolai;1;0;0;0.0;['Es', 'de', 'un', 'videoclip', 'en', 'el', 'que', 'le', 'hubieran', 'aplicado', 'censura', 'si', 'no', 'lo', 'hubiera', 'hecho', ',', 'tolai'];;0;1;0;0.0;0.0
No mientas que estabas en la graduación tolai;1;0;0;0.0;['No', 'mientas', 'que', 'estabas', 'en', 'la', 'graduación', 'tolai'];;0;1;1;0.0;0.0
Pues a mi me parece un tolai, pero vuelvo a decir... q cada cual se ponga lo q quiera y con lo q se sienta bien. Si a él le gusta ponérsela y se ve guapo, pues palante 😊;1;0;0;0.0;['Pues', 'a', 'mi', 'me', 'parece', 'un', 'tolai', ',', 'pero', 'vuelvo', 'a', 'decir', '...', 'q', 'cada', 'cual', 'se', 'ponga', 'lo', 'q', 'quiera', 'y', 'con', 'lo', 'q', 'se', 'sienta', 'bien', '.', 'Si', 'a', 'él', 'le', 'gusta', 'ponérsela', 'y', 'se', 've', 'guapo', ',', 'pues', 'palante', '😊'];😊;1;0;1;0.06;0.0
Una duchita al perroflauta no le habría venido mal.;1;0;0;0.0;['Una', 'duchita', 'al', 'perroflauta', 'no', 'le', 'habría', 'venido', 'mal', '.'];;0;1;0;0.0;0.0
Y tanto macho , 14 horas fuera de mi casa de lunes a sábado , así pasa que luego te viene un perroflauta a decirte que tienes que currar y lo mandas bien lejos;1;0;0;0.0;['Y', 'tanto', 'macho', ',', '14', 'horas', 'fuera', 'de', 'mi', 'casa', 'de', 'lunes', 'a', 'sábado', ',', 'así', 'pasa', 'que', 'luego', 'te', 'viene', 'un', 'perroflauta', 'a', 'decirte', 'que', 'tienes', 'que', 'currar', 'y', 'lo', 'mandas', 'bien', 'lejos'];;0;1;1;0.0;0.0
Hombre, ya salió un perroflauta piojoso!;1;1;0;0.0;['Hombre', ',', 'ya', 'salió', 'un', 'perroflauta', 'piojoso', '!'];;0;1;0;0.0;1.0
Viva España , y Viva los Españoles de bien. Como diría un perroflauta.. Viva España, vivo españo, y todas y todos;1;0;0;0.0;['Viva', 'España', ',', 'y', 'Viva', 'los', 'Españoles', 'de', 'bien', '.', 'Como', 'diría', 'un', 'perroflauta..', 'Viva', 'España', ',', 'vivo', 'españo', ',', 'y', 'todas', 'y', 'todos'];;0;0;1;0.0;0.0
Quién es perroflauta?;0;0;0;0.0;['Quién', 'es', 'perroflauta', '?'];;0;0;1;0.0;0.0
lo siento hablo en castellano no en perroflauta no podríamos entendernos;1;0;0;0.0;['lo', 'siento', 'hablo', 'en', 'castellano', 'no', 'en', 'perroflauta', 'no', 'podríamos', 'entendernos'];;0;1;0;0.0;0.0
Jajajaja Hombre... prefiero un casco vikingo antes que la hoz y el martllo o cualquier símbolo progre comunista perroflauta.;1;0;0;0.0;['Jajajaja', 'Hombre', '...', 'prefiero', 'un', 'casco', 'vikingo', 'antes', 'que', 'la', 'hoz', 'y', 'el', 'martllo', 'o', 'cualquier', 'símbolo', 'progre', 'comunista', 'perroflauta', '.'];;0;0;1;0.0;0.0
Cómo cansa la gente tan parguela;1;0;0;0.0;['Cómo', 'cansa', 'la', 'gente', 'tan', 'parguela'];;0;1;0;0.0;0.0
La que le ha caído al mono JAJAJAJAJAK toda la comunidad colgao, para el suelo parguela;1;0;1;0.0625;['La', 'que', 'le', 'ha', 'caído', 'al', 'mono', 'JAJAJAJAJAK', 'toda', 'la', 'comunidad', 'colgao', ',', 'para', 'el', 'suelo', 'parguela'];;0;1;0;0.0;0.0625
Pero si me estás mirando a mí, parguela;1;0;0;0.0;['Pero', 'si', 'me', 'estás', 'mirando', 'a', 'mí', ',', 'parguela'];;0;1;1;0.0;0.0
Vas a ir a la cala andando, parguela;1;0;0;0.0;['Vas', 'a', 'ir', 'a', 'la', 'cala', 'andando', ',', 'parguela'];;0;1;0;0.0;0.0
pero que dices parguela, duchate cerdo;1;0;0;0.0;['pero', 'que', 'dices', 'parguela', ',', 'duchate', 'cerdo'];;0;0;1;0.0;0.0
¿Qué pasa parguela? ;1;0;0;0.0;['¿Qué', 'pasa', 'parguela', '?'];;0;0;0;0.0;0.0
Que parguela preguntando estas cosas por twitter;1;0;0;0.0;['Que', 'parguela', 'preguntando', 'estas', 'cosas', 'por', 'twitter'];;0;1;1;0.0;0.0
- Tomate, ¿para qué se saca la bandera de mi Españita? - La bandera de Españita se saca para conquistar, el que la saca para enseñarla es un parguela. ;1;0;0;0.0;['-', 'Tomate', ',', '¿para', 'qué', 'se', 'saca', 'la', 'bandera', 'de', 'mi', 'Españita', '?', '-', 'La', 'bandera', 'de', 'Españita', 'se', 'saca', 'para', 'conquistar', ',', 'el', 'que', 'la', 'saca', 'para', 'enseñarla', 'es', 'un', 'parguela', '.'];;0;0;1;0.0;0.0
Eres un cenutrio.;1;0;0;0.0;['Eres', 'un', 'cenutrio', '.'];;0;0;1;0.0;0.0
Hay ser muy cenutrio para poner ese tuit...;1;0;0;0.0;['Hay', 'ser', 'muy', 'cenutrio', 'para', 'poner', 'ese', 'tuit', '...'];;0;1;1;0.0;0.0
Por eso, cenutrio ;1;0;0;0.0;['Por', 'eso', ',', 'cenutrio'];;0;1;1;0.0;0.0
Islascanarias Sería la zona más verde, saludable, impactante y turística de nuestra Tierra. Señoras y señores políticos de m..... ! ¿ No tenéis hij, niet, sobrin u otra equivalencia genética ? No hagáis caso al cenútrio ObreroDeDerechas.....;1;1;0;0.0;['Islascanarias', 'Sería', 'la', 'zona', 'más', 'verde', ',', 'saludable', ',', 'impactante', 'y', 'turística', 'de', 'nuestra', 'Tierra', '.', 'Señoras', 'y', 'señores', 'políticos', 'de', 'm', '...', '..', '!', '¿', 'No', 'tenéis', 'hij', ',', 'niet', ',', 'sobrin', 'u', 'otra', 'equivalencia', 'genética', '?', 'No', 'hagáis', 'caso', 'al', 'cenútrio', 'ObreroDeDerechas', '...', '..'];;0;1;1;0.0;1.0
Esto no lo olvidamos, cenutrio. ;1;0;0;0.0;['Esto', 'no', 'lo', 'olvidamos', ',', 'cenutrio', '.'];;0;0;0;0.0;0.0
Da gusto ver tanto cenutrio juntos. ;1;0;0;0.0;['Da', 'gusto', 'ver', 'tanto', 'cenutrio', 'juntos', '.'];;0;1;0;0.0;0.0
No voy a perder el tiempo con un cenutrio como tú. No das el nivel.;1;0;0;0.0;['No', 'voy', 'a', 'perder', 'el', 'tiempo', 'con', 'un', 'cenutrio', 'como', 'tú', '.', 'No', 'das', 'el', 'nivel', '.'];;0;1;0;0.0;0.0
Fuera, cenutrio. A vivir toda tu vida en la oscuridad donde naciste.;1;0;0;0.0;['Fuera', ',', 'cenutrio', '.', 'A', 'vivir', 'toda', 'tu', 'vida', 'en', 'la', 'oscuridad', 'donde', 'naciste', '.'];;0;0;0;0.0;0.0
@_sarabel_ Fueron los del a por ellos, cenutrio.;1;0;0;0.0;['@', '_sarabel_', 'Fueron', 'los', 'del', 'a', 'por', 'ellos', ',', 'cenutrio', '.'];;0;0;0;0.0;0.0
Claro!! Si no queremos que se vaya!!! Queremos seguir viendo como os continúa hundiendo desde su piscina de Galapagar!! Cenutrio!! YoConPabloIglesias;1;9;0;0.0;['Claro', '!', '!', 'Si', 'no', 'queremos', 'que', 'se', 'vaya', '!', '!', '!', 'Queremos', 'seguir', 'viendo', 'como', 'os', 'continúa', 'hundiendo', 'desde', 'su', 'piscina', 'de', 'Galapagar', '!', '!', 'Cenutrio', '!', '!', 'YoConPabloIglesias'];;0;0;1;0.0;9.0
Te amo mucho más amor;0;0;0;0.0;['Te', 'amo', 'mucho', 'más', 'amor'];;0;0;0;0.0;0.0
Ve y me besas despacito mi amor.;0;0;0;0.0;['Ve', 'y', 'me', 'besas', 'despacito', 'mi', 'amor', '.'];;0;0;1;0.0;0.0
Amor incondicional en estos animalitos, por algo y es el mejor amigo del hombre ♥️. ;0;0;0;0.0;['Amor', 'incondicional', 'en', 'estos', 'animalitos', ',', 'por', 'algo', 'y', 'es', 'el', 'mejor', 'amigo', 'del', 'hombre', '♥️', '.'];♥;1;0;1;0.035;0.0
El amor está en todas partes. 𝒥ℯ𝓁𝒾𝓏 𝒽ℴ𝓎♥︎. ;0;0;0;0.0;['El', 'amor', 'está', 'en', 'todas', 'partes', '.', '𝒥ℯ𝓁𝒾𝓏', '𝒽ℴ𝓎♥︎', '.'];♥;1;0;1;0.035;0.0
Usa el amor como un puente;0;0;0;0.0;['Usa', 'el', 'amor', 'como', 'un', 'puente'];;0;0;0;0.0;0.0
No me parece tan grave, si cortó el semáforo y hay tránsito...;0;0;0;0.0;['No', 'me', 'parece', 'tan', 'grave', ',', 'si', 'cortó', 'el', 'semáforo', 'y', 'hay', 'tránsito', '...'];;0;0;0;0.0;0.0
 No pidas peras al semáforo. ;0;0;0;0.0;['No', 'pidas', 'peras', 'al', 'semáforo', '.'];;0;0;0;0.0;0.0
El momento semáforo se ha quedado grabado en mi corazón ❤;0;0;0;0.0;['El', 'momento', 'semáforo', 'se', 'ha', 'quedado', 'grabado', 'en', 'mi', 'corazón', '❤'];❤;1;0;0;0.044000000000000004;0.0
Como Peatón también tenemos responsabilidades, y tenemos que asumirlas. Esperar el semáforo en rojo y que los autos se hayan detenido por completo para cruzar una calle, utilizar los pasos cebra y los puentes peatonales en avenidas grandes. Seamos un PeatónResponsable 👍 ;0;0;0;0.0;['Como', 'Peatón', 'también', 'tenemos', 'responsabilidades', ',', 'y', 'tenemos', 'que', 'asumirlas', '.', 'Esperar', 'el', 'semáforo', 'en', 'rojo', 'y', 'que', 'los', 'autos', 'se', 'hayan', 'detenido', 'por', 'completo', 'para', 'cruzar', 'una', 'calle', ',', 'utilizar', 'los', 'pasos', 'cebra', 'y', 'los', 'puentes', 'peatonales', 'en', 'avenidas', 'grandes', '.', 'Seamos', 'un', 'PeatónResponsable', '👍'];👍;1;0;1;0.015;0.0
Lo único que he podido comprar en para poder sumarme a la SemanaSinPlasticos: un melón | amigos de las grandes cadenas de supermercados, este reto lo tenéis que liderar vosotros, si no, no podemos 😫 ;0;0;0;0.0;['Lo', 'único', 'que', 'he', 'podido', 'comprar', 'en', 'para', 'poder', 'sumarme', 'a', 'la', 'SemanaSinPlasticos', ':', 'un', 'melón', '|', 'amigos', 'de', 'las', 'grandes', 'cadenas', 'de', 'supermercados', ',', 'este', 'reto', 'lo', 'tenéis', 'que', 'liderar', 'vosotros', ',', 'si', 'no', ',', 'no', 'podemos', '😫'];😫;1;1;1;0.485;0.0
Un video comiendo un melon c:;0;0;0;0.0;['Un', 'video', 'comiendo', 'un', 'melon', 'c', ':'];;0;1;0;0.0;0.0
Si digo tú, melón jajajajaja;1;0;0;0.0;['Si', 'digo', 'tú', ',', 'melón', 'jajajajaja'];;0;1;0;0.0;0.0
¿Cuál es la fruta más deliciosa? — Melón 🤤🤤;0;0;0;0.0;['¿Cuál', 'es', 'la', 'fruta', 'más', 'deliciosa', '?', '—', 'Melón', '🤤🤤'];🤤 🤤;2;1;1;0.0;0.0
28 melón;1;0;0;0.0;['28', 'melón'];;0;1;0;0.0;0.0
La derechista tocapelotas.;1;0;0;0.0;['La', 'derechista', 'tocapelotas', '.'];;0;0;0;0.0;0.0
Se muda tu vecina tocapelotas?!! Como lo vas a celebrar??? 🍸;1;2;0;0.0;['Se', 'muda', 'tu', 'vecina', 'tocapelotas', '?', '!', '!', 'Como', 'lo', 'vas', 'a', 'celebrar', '?', '?', '?', '🍸'];🍸;1;0;0;0.092;2.0
Ellos han subido...la gente esta contenta con su gestion...y no me da la gana hablar de los tocapelotas que tambien han subido.;1;0;0;0.0;['Ellos', 'han', 'subido', '...', 'la', 'gente', 'esta', 'contenta', 'con', 'su', 'gestion', '...', 'y', 'no', 'me', 'da', 'la', 'gana', 'hablar', 'de', 'los', 'tocapelotas', 'que', 'tambien', 'han', 'subido', '.'];;0;1;1;0.0;0.0
@_edmac_ y la T es de Tocapelotas, como uno que yo me sé;1;0;0;0.0;['@', '_edmac_', 'y', 'la', 'T', 'es', 'de', 'Tocapelotas', ',', 'como', 'uno', 'que', 'yo', 'me', 'sé'];;0;0;1;0.0;0.0
Es un sí, joder Kaila es que eres tocapelotas hasta para eso. ;1;0;0;0.0;['Es', 'un', 'sí', ',', 'joder', 'Kaila', 'es', 'que', 'eres', 'tocapelotas', 'hasta', 'para', 'eso', '.'];;0;1;1;0.0;0.0
-Desde lo de Myra ha decidido ignorar a los fantasmas tocapelotas-. ;1;0;0;0.0;['-Desde', 'lo', 'de', 'Myra', 'ha', 'decidido', 'ignorar', 'a', 'los', 'fantasmas', 'tocapelotas-', '.'];;0;0;1;0.0;0.0
Este tío cada más tocapelotas...el señor paradondeOblak se ha creído el personaje de RRSS q difunde y cada día da más vergüenza ajena. Estoy harto de leer sus bobadas de bobomerengue....q hastío de periolisto...😩;1;0;1;0.029411764705882353;['Este', 'tío', 'cada', 'más', 'tocapelotas', '...', 'el', 'señor', 'paradondeOblak', 'se', 'ha', 'creído', 'el', 'personaje', 'de', 'RRSS', 'q', 'difunde', 'y', 'cada', 'día', 'da', 'más', 'vergüenza', 'ajena', '.', 'Estoy', 'harto', 'de', 'leer', 'sus', 'bobadas', 'de', 'bobomerengue', '...', '.q', 'hastío', 'de', 'periolisto', '...', '😩'];😩;1;0;1;0.591;0.029411764705882353
Un capullo ;1;0;0;0.0;['Un', 'capullo'];;0;1;0;0.0;0.0
ahora me envuelve como un capullo en el cual no deseo salir, estoy tan agradecida con seokjin y tan enamorada de su corazón, el mundo y yo somos tan afortunados de tenerlo THISNIGHTbyJIN 이밤ByJinOutnow;0;0;1;0.029411764705882353;['ahora', 'me', 'envuelve', 'como', 'un', 'capullo', 'en', 'el', 'cual', 'no', 'deseo', 'salir', ',', 'estoy', 'tan', 'agradecida', 'con', 'seokjin', 'y', 'tan', 'enamorada', 'de', 'su', 'corazón', ',', 'el', 'mundo', 'y', 'yo', 'somos', 'tan', 'afortunados', 'de', 'tenerlo', 'THISNIGHTbyJIN', '이밤ByJinOutnow'];;0;1;1;0.0;0.029411764705882353
capullo, ella canta la llorona;1;0;0;0.0;['capullo', ',', 'ella', 'canta', 'la', 'llorona'];;0;0;0;0.0;0.0
Que me dejes capullo;1;0;0;0.0;['Que', 'me', 'dejes', 'capullo'];;0;1;1;0.0;0.0
Es un capullo;1;0;0;0.0;['Es', 'un', 'capullo'];;0;1;0;0.0;0.0
Qué capullo eres. Ahora yo me quedo comiéndome la cabeza y tú tan ancho. ;1;0;0;0.0;['Qué', 'capullo', 'eres', '.', 'Ahora', 'yo', 'me', 'quedo', 'comiéndome', 'la', 'cabeza', 'y', 'tú', 'tan', 'ancho', '.'];;0;1;1;0.0;0.0
Hay que ser capullo para escribir eso. Yo no veo a ningún paleto como tú muerto en ninguna cuneta. Eso le pertenece a eta y comunistas.;1;0;0;0.0;['Hay', 'que', 'ser', 'capullo', 'para', 'escribir', 'eso', '.', 'Yo', 'no', 'veo', 'a', 'ningún', 'paleto', 'como', 'tú', 'muerto', 'en', 'ninguna', 'cuneta', '.', 'Eso', 'le', 'pertenece', 'a', 'eta', 'y', 'comunistas', '.'];;0;2;1;0.0;0.0
Pero que dices zampabollos;1;0;0;0.0;['Pero', 'que', 'dices', 'zampabollos'];;0;1;1;0.0;0.0
¿Cabías en el de 50m2 zampabollos?;1;0;0;0.0;['¿Cabías', 'en', 'el', 'de', '50m2', 'zampabollos', '?'];;0;0;0;0.0;0.0
El felón de la sexta... menudo zampabollos sectario...;1;0;0;0.0;['El', 'felón', 'de', 'la', 'sexta', '...', 'menudo', 'zampabollos', 'sectario', '...'];;0;1;0;0.0;0.0
te pone cachondo o algo? zampabollos;1;0;0;0.0;['te', 'pone', 'cachondo', 'o', 'algo', '?', 'zampabollos'];;0;1;0;0.0;0.0
Puto niño zampabollos;1;0;0;0.0;['Puto', 'niño', 'zampabollos'];;0;2;0;0.0;0.0
El zampabollos inepto de Zoido está en el euro Parlamento?? Acabará con todo el chucrut de Alsacia...y como, según él declaró en el juicio, durante 4 años no se enterará de nada;1;0;0;0.0;['El', 'zampabollos', 'inepto', 'de', 'Zoido', 'está', 'en', 'el', 'euro', 'Parlamento', '?', '?', 'Acabará', 'con', 'todo', 'el', 'chucrut', 'de', 'Alsacia', '...', 'y', 'como', ',', 'según', 'él', 'declaró', 'en', 'el', 'juicio', ',', 'durante', '4', 'años', 'no', 'se', 'enterará', 'de', 'nada'];;0;1;1;0.0;0.0
Este tweet parece sacado de un mentecato, seguirán tragando sus palabras.;1;0;0;0.0;['Este', 'tweet', 'parece', 'sacado', 'de', 'un', 'mentecato', ',', 'seguirán', 'tragando', 'sus', 'palabras', '.'];;0;0;0;0.0;0.0
Tres días ya 👍 Igual es muy difícil dar con el de la reforma (probablemente ilegal) y meterle un puro que no olvide en su vida, ¿o acaso el mentecato que dirige la Policía Municipal también hay prohibido esto? ;1;0;0;0.0;['Tres', 'días', 'ya', '👍', 'Igual', 'es', 'muy', 'difícil', 'dar', 'con', 'el', 'de', 'la', 'reforma', '(', 'probablemente', 'ilegal', ')', 'y', 'meterle', 'un', 'puro', 'que', 'no', 'olvide', 'en', 'su', 'vida', ',', '¿o', 'acaso', 'el', 'mentecato', 'que', 'dirige', 'la', 'Policía', 'Municipal', 'también', 'hay', 'prohibido', 'esto', '?'];👍;1;1;1;0.015;0.0
Què mentecato es este Guaidog ;1;0;0;0.0;['Què', 'mentecato', 'es', 'este', 'Guaidog'];;0;1;1;0.0;0.0
te llevo en la mente, mentecato ;1;0;0;0.0;['te', 'llevo', 'en', 'la', 'mente', ',', 'mentecato'];;0;1;0;0.0;0.0
Saludos mentecato. ;1;0;0;0.0;['Saludos', 'mentecato', '.'];;0;0;0;0.0;0.0
Es una amenaza debieras denunciar al mentecato que te escribió eso;1;0;0;0.0;['Es', 'una', 'amenaza', 'debieras', 'denunciar', 'al', 'mentecato', 'que', 'te', 'escribió', 'eso'];;0;1;1;0.0;0.0
Santi, eres idiota, desde que naciste, y eso ya no lo va a cambiar nadie. Cállate e intenta no liarla más, mentecato.;1;0;0;0.0;['Santi', ',', 'eres', 'idiota', ',', 'desde', 'que', 'naciste', ',', 'y', 'eso', 'ya', 'no', 'lo', 'va', 'a', 'cambiar', 'nadie', '.', 'Cállate', 'e', 'intenta', 'no', 'liarla', 'más', ',', 'mentecato', '.'];;0;0;1;0.0;0.0
Si Lérida se dice Lleida, ¿lerdo se dice lleido? Y entonces, leído cómo se dice? Lleído? Joder! No entiendo nada! 😓;1;2;0;0.0;['Si', 'Lérida', 'se', 'dice', 'Lleida', ',', '¿lerdo', 'se', 'dice', 'lleido', '?', 'Y', 'entonces', ',', 'leído', 'cómo', 'se', 'dice', '?', 'Lleído', '?', 'Joder', '!', 'No', 'entiendo', 'nada', '!', '😓'];😓;1;0;1;0.431;2.0
Eso es Lerdo, no c mamen;1;0;0;0.0;['Eso', 'es', 'Lerdo', ',', 'no', 'c', 'mamen'];;0;0;1;0.0;0.0
Nada, que me he equivocado y soy lerdo jejejeje;1;0;0;0.0;['Nada', ',', 'que', 'me', 'he', 'equivocado', 'y', 'soy', 'lerdo', 'jejejeje'];;0;1;0;0.0;0.0
No os cansais de hacer el lerdo?;1;0;0;0.0;['No', 'os', 'cansais', 'de', 'hacer', 'el', 'lerdo', '?'];;0;0;0;0.0;0.0
Me desperté modo GNC hoy, muy lerdo todo 🙄;1;0;1;0.1111111111111111;['Me', 'desperté', 'modo', 'GNC', 'hoy', ',', 'muy', 'lerdo', 'todo', '🙄'];🙄;1;1;1;0.0;0.1111111111111111
Un olvido repentino burlando a un tiempo lerdo;1;0;0;0.0;['Un', 'olvido', 'repentino', 'burlando', 'a', 'un', 'tiempo', 'lerdo'];;0;1;0;0.0;0.0
Me muero, amorfo jajajajaaj!!;1;2;0;0.0;['Me', 'muero', ',', 'amorfo', 'jajajajaaj', '!', '!'];;0;1;0;0.0;2.0
decidme q vosotros tb lo veis amorfo ;0;0;0;0.0;['decidme', 'q', 'vosotros', 'tb', 'lo', 'veis', 'amorfo'];;0;1;0;0.0;0.0
-Quiera no quiera ha salido amorfo- ;1;0;0;0.0;['-Quiera', 'no', 'quiera', 'ha', 'salido', 'amorfo-'];;0;0;0;0.0;0.0
Esque es un PAYASO y un AMORFO.;1;0;2;0.2857142857142857;['Esque', 'es', 'un', 'PAYASO', 'y', 'un', 'AMORFO', '.'];;0;0;1;0.0;0.2857142857142857
Gilipuertas;1;0;0;0.0;['Gilipuertas'];;0;1;0;0.0;0.0
Gilipuertas everywhere. Manda webs!!!!!!!;1;7;0;0.0;['Gilipuertas', 'everywhere', '.', 'Manda', 'webs', '!', '!', '!', '!', '!', '!', '!'];;0;1;0;0.0;7.0
Ah, nadie importante, un gilipuertas;1;0;0;0.0;['Ah', ',', 'nadie', 'importante', ',', 'un', 'gilipuertas'];;0;1;0;0.0;0.0
Albano!... que cutre y gilipuertas eres macho!;1;2;0;0.0;['Albano', '!', '...', 'que', 'cutre', 'y', 'gilipuertas', 'eres', 'macho', '!'];;0;1;1;0.0;2.0
Reciclad estos residuos humanos, es salvar tu planeta. Gracias a todos, podemos ayudar a dejar nuestras calles libres de gilipuertas. Por un mundo mejor, tu mundo. Ministerio del Interior. ;1;0;0;0.0;['Reciclad', 'estos', 'residuos', 'humanos', ',', 'es', 'salvar', 'tu', 'planeta', '.', 'Gracias', 'a', 'todos', ',', 'podemos', 'ayudar', 'a', 'dejar', 'nuestras', 'calles', 'libres', 'de', 'gilipuertas', '.', 'Por', 'un', 'mundo', 'mejor', ',', 'tu', 'mundo', '.', 'Ministerio', 'del', 'Interior', '.'];;0;0;1;0.0;0.0
Vete a cagar gilipuertas....;1;0;0;0.0;['Vete', 'a', 'cagar', 'gilipuertas', '...', '.'];;0;0;0;0.0;0.0
Y para qué ibamos a votar a VOX, para regalarte a tí los votos?. Hay que ser gilipuertas, y politiquero de baja estofa. Nadie sabe más de poltronas, que vosotros los del PP, que pagais cualquier precio por mantenerlas.;1;0;2;0.05128205128205128;['Y', 'para', 'qué', 'ibamos', 'a', 'votar', 'a', 'VOX', ',', 'para', 'regalarte', 'a', 'tí', 'los', 'votos', '?', '.', 'Hay', 'que', 'ser', 'gilipuertas', ',', 'y', 'politiquero', 'de', 'baja', 'estofa', '.', 'Nadie', 'sabe', 'más', 'de', 'poltronas', ',', 'que', 'vosotros', 'los', 'del', 'PP', ',', 'que', 'pagais', 'cualquier', 'precio', 'por', 'mantenerlas', '.'];;0;0;1;0.0;0.05128205128205128
menudo gilipuertas;1;0;0;0.0;['menudo', 'gilipuertas'];;0;1;0;0.0;0.0
jajajajaja...vaya gilipuertas;1;0;0;0.0;['jajajajaja', '...', 'vaya', 'gilipuertas'];;0;1;0;0.0;0.0
Estos gilipuertas aplauden a esta familia fascistas de actos y Súper cool de boquilla! Eres, clínicas privadas y exclusivas!! Lo que es hipocresía en botellón con Vega Sicilia.;1;3;0;0.0;['Estos', 'gilipuertas', 'aplauden', 'a', 'esta', 'familia', 'fascistas', 'de', 'actos', 'y', 'Súper', 'cool', 'de', 'boquilla', '!', 'Eres', ',', 'clínicas', 'privadas', 'y', 'exclusivas', '!', '!', 'Lo', 'que', 'es', 'hipocresía', 'en', 'botellón', 'con', 'Vega', 'Sicilia', '.'];;0;1;1;0.0;3.0
No falla uno, analfabetos funcionales que creen que el resto del mundo es tan gilipuertas como ellos!! Otro a la cola del Inaem;1;2;0;0.0;['No', 'falla', 'uno', ',', 'analfabetos', 'funcionales', 'que', 'creen', 'que', 'el', 'resto', 'del', 'mundo', 'es', 'tan', 'gilipuertas', 'como', 'ellos', '!', '!', 'Otro', 'a', 'la', 'cola', 'del', 'Inaem'];;0;1;1;0.0;2.0
Pero el Valencia que tiene que ver hay, cazurro!!!;1;3;0;0.0;['Pero', 'el', 'Valencia', 'que', 'tiene', 'que', 'ver', 'hay', ',', 'cazurro', '!', '!', '!'];;0;0;0;0.0;3.0
Y porfi, no me llames cazurro que yo a ti no te he insultado;1;0;0;0.0;['Y', 'porfi', ',', 'no', 'me', 'llames', 'cazurro', 'que', 'yo', 'a', 'ti', 'no', 'te', 'he', 'insultado'];;0;1;1;0.0;0.0
Jajajaja aprende a escribir puto cazurro;1;0;0;0.0;['Jajajaja', 'aprende', 'a', 'escribir', 'puto', 'cazurro'];;0;2;1;0.0;0.0
