texto;toxico;
"APRENDER A VIVIR ES ANDAR CAMINO... DEJAR TU HUELLA SOBRE LAS OTRAS HUELLAS QUE YA SABEN BIEN EL FINAL Y EL DESTINO.";0;
"""Levántate cada mañana creyendo que vas a vivir el mejor día de tu vida"". BuenosDías BuenMiercoles AñoGlorioso";0;
"simplemente dejen a la gente vivir mientras las cosas q disfruten no hagan daño a otros no es tan serio";0;
"Pero cómo son tan caros los pisos en Madrid? DIOS MIO HAY QUE SER RICO PARA IRTE A VIVIR ALLÍ";0;
"a alguien le importa lo que hace este esperpento ademas de vivir de su ex pareja 18 años, claro era famoso!! , y despechada, drogada delante de todos y usando una menor y la premian. Pobres madres coraje!! ofenden a las auténticas , la ""princesa del pueblo, vomitivo,";0;
"se me hace literalmente imposible VIVIR con este frío q se termine xfa";0;
"Mauricio ya está, te agradecemos y cómo te queremos te aconsejo que te tomes un avión y vayas a vivir la vida, este país de gatasfloras no te merece, esta lleno de forros hijos de puta "";0;
"Otro truco es meter al congelador una toallita un poco húmeda, y cuando estás por morir, toallita súper fresquita en la nuca y vuelves a vivir";0;
"APRENDER A VIVIR ES ANDAR CAMINO... DEJAR TU HUELLA SOBRE LAS OTRAS HUELLAS QUE YA SABEN BIEN EL FINAL Y EL DESTINO.";0;
"Los de derechas van a saquear al obrero. Lo que ha hecho Espinosa, vamos. Eso es coherencia. Lo de irse a una mansión diciendo que hay que vivir en el barrio es incoherente.";0;
"Obligado a pagar pa vivir y a vivir pa pagar";0;
"La vida es tan corta y el oficio de vivir tan difícil, que cuando uno empieza a aprenderlo, ya hay que morirse.";0;
"Se que no ha pasado mucho tiempo pero en que momento aprendo a vivir al 100% sin mi papá ?";0;
"""Si es bueno vivir, todavía es mejor soñar y, lo mejor de todo, despertar"" (Antonio Machado) Y soñar despiertos. De eso saben mucho los empresarios. Ayer en la Noche de la Economía y las Empresas. (Gracias, Millan Herce por la foto) ";0;
"Una mezcla de personas que no tienen nada en común salvó vivir del estado";0;
"💡 Pelear con la pareja nos ayuda a vivir más tiempo (si sabemos hacerlo) ";0;
"Yo diría que más que vivir en una casa en la que puede entrar todo Dios, ahora eres tú el que sabes entrar en casa de todo Dios.";0;
"Porque en un futuro le puede tocar a un hermano, vecino, tío lejano o lo que sea entendés o no, es simplemente entender que no a todos les toca vivir lo mismo.";0;
"¿Cambiaremos nuestra forma de vivir en un futuro no muy lejano? El Proyecto Urban Village propone un modelo de construcción sencillo y sostenible que combinaría la vida privada de los individuos y las familias con espacios compartidos.  ";0;
"Hay días que se recuerda y otros que nos permitimos vivir";0;
"Y ahora pides una Ayuda Social Extraordinaria y, si tienes suerte y te la conceden, vas a ver si acaso 1300 €. Que ya sabemos que con eso, si tienes que vivir en otra ciudad durante 10 meses, se hace más bien poco.";0;
"En la Luna, donde ni siquiera hemos llegado a vivir nunca, hay 180 toneladas de basura dejadas por el ser humano. ";0;
"A veces los recuerdos del pasado nos limitan a vivir un presente😐";0;
"Estoy haciendo la comida mientras veo Harry Potter si. Acaba de morir Dobby, yo así no puedo vivir eh.";0;
"🔝 SARAH HARPER | ESPECIALISTA EN ENVEJECIMIENTO ""Sería maravilloso si hemos construido una sociedad en la que gente de todas las edades pueda vivir junta."" ";0;
"A vivir";0;
"Quisiera ser amor para vivir en el corazón de las personas que quiero. ";0;
"ViajarEnFamilia es de las mejores experiencias que puedes vivir. ¡Transmíte la pasión por el turismo a tus hijos e hijas para que se conviertan en exploradores del mundo! 👶 🌍 ";0;
"No puedo vivir con este calor";0;
